  0.122778E+00  0.143056E+07  0.142241E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.296767E+06  0.510068E+00  0.142917E+07
  0.130200E+00  0.134708E+07  0.134057E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.241232E+06  0.508881E+00  0.134596E+07
  0.137623E+00  0.125480E+07  0.124860E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.194282E+06  0.507803E+00  0.125374E+07
  0.145046E+00  0.115622E+07  0.114942E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.154979E+06  0.506821E+00  0.115505E+07
  0.152469E+00  0.106029E+07  0.105272E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.123308E+06  0.505946E+00  0.105899E+07
  0.159892E+00  0.978100E+06  0.970216E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.988997E+05  0.505153E+00  0.976747E+06
  0.167314E+00  0.915565E+06  0.908082E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.807456E+05  0.504450E+00  0.914281E+06
  0.174737E+00  0.869602E+06  0.863075E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.670261E+05  0.503823E+00  0.868482E+06
  0.182160E+00  0.833305E+06  0.827889E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.563181E+05  0.503257E+00  0.832376E+06
  0.189583E+00  0.799510E+06  0.794956E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.475160E+05  0.502758E+00  0.798729E+06
  0.197006E+00  0.762512E+06  0.758359E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.399348E+05  0.502316E+00  0.761799E+06
  0.204428E+00  0.721333E+06  0.717157E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.333755E+05  0.501918E+00  0.720616E+06
  0.211851E+00  0.678900E+06  0.674492E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.278326E+05  0.501560E+00  0.678143E+06
  0.219274E+00  0.639139E+06  0.634546E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.232830E+05  0.501241E+00  0.638351E+06
  0.232559E+00  0.583787E+06  0.579434E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.173233E+05  0.500763E+00  0.583040E+06
  0.246650E+00  0.543733E+06  0.540184E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.130899E+05  0.500340E+00  0.543124E+06
  0.261594E+00  0.504677E+06  0.501655E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.982849E+04  0.499982E+00  0.504158E+06
  0.277443E+00  0.459123E+06  0.456088E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.721112E+04  0.499668E+00  0.458602E+06
  0.294253E+00  0.417484E+06  0.414533E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.527233E+04  0.499408E+00  0.416977E+06
