    0.999999974737875163555145263671875000000000E-04    0.424269958496093750000000000000000000000000E+03
    0.102020130725577473640441894531250000000000E-03    0.432532836914062500000000000000000000000000E+03
    0.104081082099582999944686889648437500000000E-03    0.440956451416015625000000000000000000000000E+03
    0.106183659227099269628524780273437500000000E-03    0.449543975830078125000000000000000000000000E+03
    0.108328706119209527969360351562500000000000E-03    0.458298522949218750000000000000000000000000E+03
    0.110517095890827476978302001953125000000000E-03    0.467223358154296875000000000000000000000000E+03
    0.112749679828993976116180419921875000000000E-03    0.476321777343750000000000000000000000000000E+03
    0.115027374704368412494659423828125000000000E-03    0.485597106933593750000000000000000000000000E+03
    0.117351090011652559041976928710937500000000E-03    0.495052825927734375000000000000000000000000E+03
    0.119721727969590574502944946289062500000000E-03    0.504692352294921875000000000000000000000000E+03
    0.122140278108417987823486328125000000000000E-03    0.514519348144531250000000000000000000000000E+03
    0.124607671750709414482116699218750000000000E-03    0.524537292480468750000000000000000000000000E+03
    0.127124920254573225975036621093750000000000E-03    0.534750061035156250000000000000000000000000E+03
    0.129692998598329722881317138671875000000000E-03    0.545161254882812500000000000000000000000000E+03
    0.132312969071790575981140136718750000000000E-03    0.555774780273437500000000000000000000000000E+03
    0.134985879412852227687835693359375000000000E-03    0.566594482421875000000000000000000000000000E+03
    0.137712777359411120414733886718750000000000E-03    0.577624450683593750000000000000000000000000E+03
    0.140494754305109381675720214843750000000000E-03    0.588868652343750000000000000000000000000000E+03
    0.143332930747419595718383789062500000000000E-03    0.600331176757812500000000000000000000000000E+03
    0.146228456287644803524017333984375000000000E-03    0.612016418457031250000000000000000000000000E+03
    0.149182465975172817707061767578125000000000E-03    0.623928466796875000000000000000000000000000E+03
    0.152196153067052364349365234375000000000000E-03    0.636071838378906250000000000000000000000000E+03
    0.155270710820332169532775878906250000000000E-03    0.648450866699218750000000000000000000000000E+03
    0.158407390699721872806549072265625000000000E-03    0.661070190429687500000000000000000000000000E+03
    0.161607444169931113719940185546875000000000E-03    0.673934448242187500000000000000000000000000E+03
    0.164872122695669531822204589843750000000000E-03    0.687048278808593750000000000000000000000000E+03
    0.168202750501222908496856689453125000000000E-03    0.700416564941406250000000000000000000000000E+03
    0.171600666362792253494262695312500000000000E-03    0.714044128417968750000000000000000000000000E+03
    0.175067238160409033298492431640625000000000E-03    0.727935974121093750000000000000000000000000E+03
    0.178603833774104714393615722656250000000000E-03    0.742097229003906250000000000000000000000000E+03
    0.182211864739656448364257812500000000000000E-03    0.756533081054687500000000000000000000000000E+03
    0.185892800800502300262451171875000000000000E-03    0.771248779296875000000000000000000000000000E+03
    0.189648068044334650039672851562500000000000E-03    0.786249694824218750000000000000000000000000E+03
    0.193479223526082932949066162109375000000000E-03    0.801541320800781250000000000000000000000000E+03
    0.197387780644930899143218994140625000000000E-03    0.817129211425781250000000000000000000000000E+03
    0.201375267351977527141571044921875000000000E-03    0.833019165039062500000000000000000000000000E+03
    0.205443298909813165664672851562500000000000E-03    0.849216857910156250000000000000000000000000E+03
    0.209593548788689076900482177734375000000000E-03    0.865728271484375000000000000000000000000000E+03
    0.213827603147365152835845947265625000000000E-03    0.882559265136718750000000000000000000000000E+03
    0.218147222767584025859832763671875000000000E-03    0.899715942382812500000000000000000000000000E+03
    0.222554081119596958160400390625000000000000E-03    0.917204528808593750000000000000000000000000E+03
    0.227049968088977038860321044921875000000000E-03    0.935031311035156250000000000000000000000000E+03
    0.231636688113212585449218750000000000000000E-03    0.953202758789062500000000000000000000000000E+03
    0.236316060181707143783569335937500000000000E-03    0.971725341796875000000000000000000000000000E+03
    0.241089961491525173187255859375000000000000E-03    0.990605712890625000000000000000000000000000E+03
    0.245960312895476818084716796875000000000000E-03    0.100985076904296875000000000000000000000000E+04
    0.250929006142541766166687011718750000000000E-03    0.102946728515625000000000000000000000000000E+04
    0.255998136708512902259826660156250000000000E-03    0.104946228027343750000000000000000000000000E+04
    0.261169654550030827522277832031250000000000E-03    0.106984301757812500000000000000000000000000E+04
    0.266445596935227513313293457031250000000000E-03    0.109061669921875000000000000000000000000000E+04
    0.271828175755217671394348144531250000000000E-03    0.111179089355468750000000000000000000000000E+04
    0.277319486485794186592102050781250000000000E-03    0.113337292480468750000000000000000000000000E+04
    0.282921682810410857200622558593750000000000E-03    0.115537060546875000000000000000000000000000E+04
    0.288637093035504221916198730468750000000000E-03    0.117779187011718750000000000000000000000000E+04
    0.294467929052188992500305175781250000000000E-03    0.120064453125000000000000000000000000000000E+04
    0.300416606478393077850341796875000000000000E-03    0.122393688964843750000000000000000000000000E+04
    0.306485395412892103195190429687500000000000E-03    0.124767700195312500000000000000000000000000E+04
    0.312676827888935804367065429687500000000000E-03    0.127187341308593750000000000000000000000000E+04
    0.318993290420621633529663085937500000000000E-03    0.129653466796875000000000000000000000000000E+04
    0.325437402352690696716308593750000000000000E-03    0.132166955566406250000000000000000000000000E+04
    0.332011666614562273025512695312500000000000E-03    0.134728686523437500000000000000000000000000E+04
    0.338718760758638381958007812500000000000000E-03    0.137339562988281250000000000000000000000000E+04
    0.345561362337321043014526367187500000000000E-03    0.140000500488281250000000000000000000000000E+04
    0.352542119799181818962097167968750000000000E-03    0.142712414550781250000000000000000000000000E+04
    0.359663943527266383171081542968750000000000E-03    0.145476245117187500000000000000000000000000E+04
    0.366929627489298582077026367187500000000000E-03    0.148292944335937500000000000000000000000000E+04
    0.374342111172154545783996582031250000000000E-03    0.151163488769531250000000000000000000000000E+04
    0.381904304958879947662353515625000000000000E-03    0.154088842773437500000000000000000000000000E+04
    0.389619322959333658218383789062500000000000E-03    0.157070019531250000000000000000000000000000E+04
    0.397490162868052721023559570312500000000000E-03    0.160108044433593750000000000000000000000000E+04
    0.405519997002556920051574707031250000000000E-03    0.163203942871093750000000000000000000000000E+04
    0.413712026784196496009826660156250000000000E-03    0.166358764648437500000000000000000000000000E+04
    0.422069540945813059806823730468750000000000E-03    0.169573596191406250000000000000000000000000E+04
    0.430595915531739592552185058593750000000000E-03    0.172849511718750000000000000000000000000000E+04
    0.439294555690139532089233398437500000000000E-03    0.176187622070312500000000000000000000000000E+04
    0.448168895673006772994995117187500000000000E-03    0.179589050292968750000000000000000000000000E+04
    0.457222486147657036781311035156250000000000E-03    0.183054943847656250000000000000000000000000E+04
    0.466458965092897415161132812500000000000000E-03    0.186586450195312500000000000000000000000000E+04
    0.475882086902856826782226562500000000000000E-03    0.190184765625000000000000000000000000000000E+04
    0.485495547764003276824951171875000000000000E-03    0.193851074218750000000000000000000000000000E+04
    0.495303189381957054138183593750000000000000E-03    0.197586608886718750000000000000000000000000E+04
    0.505309028085321187973022460937500000000000E-03    0.201392602539062500000000000000000000000000E+04
